Timestamp,Age Group,Occupation,Which laptop brand are you currently using?,What is your primary use for the laptop?,How satisfied are you with your current laptop performance?,Which feature matters most when buying a laptop?,Are you aware of laptop accessories that improve productivity?,Which accessories do you currently use ?,Which type of offer would encourage you to buy additional products?,What problems do you face with your current laptop?,How often does your laptop slow down while performing tasks?,"If you were to upgrade your laptop, which feature would you prefer to improve?",What RAM size would you prefer in your next laptop?,Which accessories did you buy along with your laptop?,Would you consider upgrading your laptop within the next 1–2 years?,Name,Which accessories would you consider buying with a new laptop?
10-03-2026 15:55,18–22,Student,Lenovo,Office Work,Neutral,Processor,Yes,"Laptop Bag, Keyboard, External Hard Drive / SSD, Laptop Stand",Free accessories,"No major issues, Slow performance",Rarely,Battery life,16 GB,"Laptop Bag, External Storage",Yes,User_0467,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 15:07,18–22,Student,Lenovo,Multimedia / Entertainment,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Processor performance,64 GB,Mouse,Maybe,User_0468,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 16:22,18–22,Student,HP,Studying,Satisfied,Price,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Extended warranty,"Slow performance, Low storage space",Rarely,Processor performance,64 GB,"Mouse, External Storage",Yes,User_0469,"Laptop Bag, External Storage"
10-03-2026 10:56,Above 40,Student,Dell,Studying,Very satisfied,Graphics,No,Laptop Bag,Extended warranty,Low storage space,Sometimes,RAM capacity,32 GB,"Laptop Bag, Mouse, Keyboard, Cooling Pad",Maybe,User_0470,"Wireless Mouse, Laptop Bag"
10-03-2026 20:08,18–22,Working Professional,Dell,Office Work,Neutral,Graphics,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Extended warranty,Battery drains quickly,Sometimes,Graphics performance,16 GB,Mouse,Maybe,User_0471,"Wireless Mouse, Laptop Bag"
10-03-2026 10:57,18–22,Student,HP,Programming,Very satisfied,Graphics,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Combo bundle (Laptop + Accessories),"Battery drains quickly, Slow performance",Sometimes,Processor performance,32 GB,External Storage,Maybe,User_0472,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand, Cooling Pad"
10-03-2026 13:26,18–22,Student,HP,Studying,Satisfied,Processor,Yes,"Laptop Bag, Keyboard, Cooling Pad",Combo bundle (Laptop + Accessories),"No major issues, Low storage space",Very often,Processor performance,16 GB,Laptop Bag,Maybe,User_0473,Laptop Stand
10-03-2026 11:57,Above 40,Working Professional,Lenovo,Studying,Satisfied,Price,No,"External Hard Drive / SSD, Laptop Stand, USB Hub, Cooling Pad",Discount on accessories,Slow performance,Rarely,Processor performance,64 GB,"Mouse, Keyboard",Yes,User_0474,"Wireless Mouse, External Storage"
10-03-2026 19:07,18–22,Student,Lenovo,Programming,Satisfied,Processor,Yes,"Keyboard, External Hard Drive / SSD",Extended warranty,Battery drains quickly,Sometimes,Battery life,64 GB,"Laptop Bag, Cooling Pad",No,User_0475,"Wireless Mouse, Laptop Bag, External Storage, Cooling Pad"
10-03-2026 17:30,23–30,Working Professional,Lenovo,Studying,Satisfied,RAM,Yes,"Wireless Mouse, Keyboard, Laptop Stand",Discount on accessories,"No major issues, Slow performance",Never,Processor performance,64 GB,"Mouse, Cooling Pad",Yes,User_0476,"Wireless Mouse, Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 13:35,18–22,Other,Dell,Programming,Satisfied,Storage,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),"Battery drains quickly, No major issues, Slow performance",Sometimes,Processor performance,32 GB,"Laptop Bag, Mouse",Maybe,User_0477,"Wireless Mouse, External Storage, Laptop Stand"
10-03-2026 13:47,18–22,Student,HP,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Cooling Pad",Free accessories,"Battery drains quickly, No major issues",Never,Storage capacity,8 GB,"Mouse, Keyboard",Maybe,User_0478,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 21:20,18–22,Student,Lenovo,Studying,Satisfied,Graphics,No,"Wireless Mouse, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),Slow performance,Rarely,Storage capacity,32 GB,Laptop Bag,Maybe,User_0479,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 10:20,18–22,Student,Asus,Studying,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag, Laptop Stand",Discount on accessories,"Battery drains quickly, No major issues",Sometimes,Storage capacity,64 GB,"Laptop Bag, Mouse",Maybe,User_0480,Wireless Mouse
10-03-2026 09:41,Above 40,Business,Lenovo,Office Work,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, USB Hub",Discount on accessories,"Overheating issues, Slow performance",Sometimes,Battery life,64 GB,Laptop Bag,Yes,User_0481,"Wireless Mouse, External Storage"
10-03-2026 17:39,18–22,Student,Dell,Office Work,Satisfied,RAM,Yes,"Laptop Bag, USB Hub",Discount on accessories,Battery drains quickly,Rarely,Storage capacity,32 GB,"Laptop Bag, Mouse",Yes,User_0482,External Storage
10-03-2026 18:06,Above 40,Working Professional,Acer,Studying,Satisfied,Storage,Yes,None,Extended warranty,Slow performance,Sometimes,RAM capacity,32 GB,Cooling Pad,Maybe,User_0483,"External Storage, Laptop Stand"
10-03-2026 15:39,Above 40,Student,HP,Office Work,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag",Combo bundle (Laptop + Accessories),Insufficient RAM,Never,Processor performance,64 GB,None,Maybe,User_0484,"Laptop Bag, External Storage, Cooling Pad"
10-03-2026 13:55,18–22,Working Professional,Lenovo,Programming,Unsatisfied,Graphics,Yes,"Wireless Mouse, Laptop Bag, Keyboard, Laptop Stand",Discount on accessories,"Overheating issues, Insufficient RAM",Never,Processor performance,16 GB,Mouse,Maybe,User_0485,"Wireless Mouse, Laptop Stand"
10-03-2026 21:19,18–22,Student,Dell,Office Work,Neutral,RAM,Yes,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD, Cooling Pad",Combo bundle (Laptop + Accessories),Battery drains quickly,Sometimes,Processor performance,64 GB,"Laptop Bag, External Storage",Yes,User_0486,"Wireless Mouse, Laptop Stand"
10-03-2026 12:32,18–22,Working Professional,Apple,Personal use,Satisfied,Storage,Yes,"Wireless Mouse, Laptop Bag",Extended warranty,"Battery drains quickly, Slow performance",Rarely,Battery life,64 GB,"Laptop Bag, Mouse, Keyboard",Maybe,User_0487,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 20:03,18–22,Business,Lenovo,Office Work,Satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD",Combo bundle (Laptop + Accessories),"Battery drains quickly, Overheating issues, No major issues, Slow performance",Rarely,Battery life,64 GB,"Laptop Bag, Mouse",Yes,User_0488,"Wireless Mouse, Laptop Stand"
10-03-2026 20:12,18–22,Student,HP,Personal use,Very satisfied,Processor,Yes,Laptop Stand,Free accessories,No major issues,Sometimes,RAM capacity,32 GB,"Mouse, Keyboard",Maybe,User_0489,"Wireless Mouse, Laptop Stand, Cooling Pad"
10-03-2026 19:15,18–22,Student,Lenovo,Office Work,Satisfied,RAM,No,"Wireless Mouse, Laptop Bag, Keyboard, External Hard Drive / SSD, Laptop Stand",Extended warranty,"Battery drains quickly, Overheating issues, Slow performance",Never,Processor performance,32 GB,Laptop Bag,Yes,User_0490,"Wireless Mouse, Laptop Bag"
10-03-2026 10:07,23–30,Working Professional,Lenovo,Programming,Satisfied,RAM,Yes,"Wireless Mouse, Keyboard, External Hard Drive / SSD",Discount on accessories,"Battery drains quickly, Overheating issues, No major issues",Rarely,Battery life,8 GB,"Laptop Bag, Keyboard, External Storage",Maybe,User_0491,"Laptop Bag, Laptop Stand, Cooling Pad"
10-03-2026 09:26,18–22,Student,HP,Studying,Satisfied,Storage,Yes,Keyboard,Free accessories,"Overheating issues, No major issues",Sometimes,RAM capacity,32 GB,"Laptop Bag, Mouse",Maybe,User_0492,"Wireless Mouse, Laptop Bag, Laptop Stand"
10-03-2026 11:36,Above 40,Working Professional,Lenovo,Studying,Neutral,Storage,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Extended warranty,"Battery drains quickly, Overheating issues",Sometimes,Processor performance,16 GB,Mouse,Yes,User_0493,"Wireless Mouse, Laptop Bag, External Storage"
10-03-2026 11:28,Above 40,Working Professional,Lenovo,Studying,Very satisfied,Processor,Yes,"Wireless Mouse, Laptop Bag, External Hard Drive / SSD, USB Hub",Discount on accessories,"Battery drains quickly, No major issues",Never,Battery life,64 GB,"Mouse, Keyboard",Maybe,User_0494,"Wireless Mouse, Cooling Pad"
10-03-2026 11:52,Above 40,Working Professional,HP,Programming,Unsatisfied,Processor,Yes,USB Hub,Combo bundle (Laptop + Accessories),Slow performance,Rarely,Battery life,64 GB,Laptop Bag,Maybe,User_0495,"Laptop Bag, Cooling Pad"
10-03-2026 11:28,18–22,Student,Dell,Studying,Very satisfied,RAM,Yes,"Wireless Mouse, Laptop Bag, Keyboard",Discount on accessories,"Battery drains quickly, Slow performance, Insufficient RAM",Sometimes,Battery life,16 GB,"Laptop Bag, Keyboard, External Storage",Maybe,User_0496,"Wireless Mouse, Laptop Bag, External Storage, Laptop Stand"
10-03-2026 16:55,18–22,Student,Dell,Programming,Unsatisfied,Storage,Yes,"Wireless Mouse, USB Hub",Discount on accessories,Low storage space,Rarely,Graphics performance,32 GB,"Mouse, External Storage",Maybe,User_0497,"Laptop Stand, Cooling Pad"
10-03-2026 13:24,18–22,Student,Dell,Office Work,Satisfied,Processor,Yes,"Laptop Bag, Laptop Stand",Extended warranty,"Battery drains quickly, Overheating issues, No major issues",Very often,Processor performance,64 GB,"Mouse, Cooling Pad",Maybe,User_0498,"Wireless Mouse, Laptop Stand"
10-03-2026 10:28,Above 40,Working Professional,Dell,Office Work,Very satisfied,Graphics,Yes,Wireless Mouse,Combo bundle (Laptop + Accessories),Battery drains quickly,Rarely,Battery life,32 GB,Mouse,Maybe,User_0499,"Wireless Mouse, Laptop Bag, Cooling Pad"
10-03-2026 14:12,18–22,Student,Asus,Programming,Neutral,RAM,Yes,External Hard Drive / SSD,Combo bundle (Laptop + Accessories),Overheating issues,Sometimes,RAM capacity,64 GB,Mouse,Maybe,User_0500,"Wireless Mouse, External Storage"
